label,predict,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9
3,7,0.35619745,0.053378206,0.34272668,0.87002826,0.6927778,0.8281899,0.41088057,0.893352,0.129432,0.58156025
3,9,0.77951205,0.67495805,0.121747255,0.2499405,0.122536466,0.21855974,0.16096656,0.34089223,0.80959773,0.9969078
9,9,0.533375,0.31839386,0.36351198,0.3379209,0.30760518,0.3510354,0.16950618,0.6918005,0.7977438,0.9610169
0,7,0.6418834,0.18188414,0.5857609,0.3700155,0.28367555,0.5940206,0.06922276,0.9713477,0.33176887,0.8827696
7,7,0.2478647,0.091768764,0.68645054,0.55240595,0.7989545,0.78134936,0.3166207,0.98994374,0.055795994,0.3086343
7,7,0.48691157,0.07449465,0.6935448,0.38162127,0.9513944,0.6990655,0.1475763,0.9885847,0.14989784,0.17361161
8,8,0.6935529,0.76473993,0.2484052,0.22205389,0.15845186,0.1855679,0.43420452,0.05623703,0.9983841,0.5793036
0,0,0.9930976,0.15142569,0.81027603,0.29141107,0.71071106,0.14290935,0.22151583,0.09990952,0.8314655,0.31209636
4,7,0.5237997,0.21108153,0.6427137,0.608005,0.26330322,0.72577363,0.099026196,0.9659909,0.24824683,0.68862814
7,7,0.21396834,0.12313487,0.7576371,0.47703174,0.8065882,0.66663486,0.3536928,0.96219164,0.1589769,0.40676346
3,3,0.23324168,0.5995536,0.22675237,0.8837749,0.15853801,0.57544315,0.7984357,0.15469635,0.74904925,0.6674796
5,2,0.06683681,0.02654044,0.95928866,0.7049124,0.9203406,0.9420465,0.8598984,0.8227008,0.027798561,0.055351492
3,5,0.07487881,0.06305228,0.67203885,0.92746764,0.49293754,0.9814581,0.49909374,0.90383106,0.13189681,0.15214036
9,9,0.6873675,0.6697839,0.13380046,0.26305556,0.110113874,0.23851494,0.18195252,0.28303263,0.9205854,0.99498594
3,3,0.07971082,0.33078802,0.5915839,0.8850525,0.799954,0.73575616,0.86697984,0.541502,0.09589244,0.22623892
9,7,0.5692457,0.19557661,0.29161793,0.3509859,0.494029,0.5328523,0.12409979,0.9879241,0.24462782,0.8672454
9,9,0.4453955,0.9839631,0.19192177,0.1631102,0.08412311,0.177681,0.46827912,0.14690359,0.48391882,0.99660397
4,7,0.6969274,0.08692902,0.6924869,0.2477255,0.927955,0.5032693,0.15135789,0.9580121,0.22005527,0.47268498
0,8,0.9769688,0.36050054,0.5558903,0.16608235,0.38580748,0.083135225,0.30811116,0.050369333,0.99190044,0.5404184
1,1,0.1899162,0.99657094,0.29568407,0.26752192,0.18218252,0.23658095,0.85790133,0.08067703,0.5021655,0.88794667
9,1,0.6457307,0.99532086,0.1822483,0.108938955,0.10110314,0.12492182,0.23722962,0.15128773,0.72684777,0.9900586
4,4,0.25632334,0.10086592,0.5223103,0.65754944,0.9883052,0.596921,0.82135355,0.6402591,0.07262481,0.11837439
7,7,0.14119688,0.060259607,0.5140503,0.4643482,0.9262247,0.8324507,0.428908,0.9974825,0.029138923,0.22618519
