epoch,train_loss,train_l2_loss,train_excange_proc,val_loss,val_l2_loss,val_excange_proc,test_loss,test_l2_loss,test_excange_proc,train_acc,val_acc,test_acc,diff,train_proc,eval_proc,comm_proc,timestamp,sleep_proc
1,2.454712269306183,11637.142578125,21.50512800000001,2.69288702249527,11709.6083984375,0.0,2.6933483266830445,11709.6083984375,0.0,0.1151,0.11766,0.119,0.0026123744901269674,27.006757,11.707186,16.49084734916687,2022-11-04 19:19:09.223468,0.0
2,2.591087064743042,12559.6083984375,17.689774000000007,2.4994817342758178,12558.283203125,0.0,2.49812881231308,12558.283203125,0.0,0.1485,0.10082,0.1007,0.00017482723342254758,22.473916,11.418543,13.033275365829468,2022-11-04 19:19:45.138619,0.0
3,2.5408962178230285,12507.4853515625,19.343391,2.3585126943588257,12512.9599609375,0.0,2.3594880652427674,12512.9599609375,0.0,0.211,0.16332,0.1619,2.8709071557386778e-05,24.109267,11.760688,14.616551160812378,2022-11-04 19:20:23.312491,0.0
4,2.348321192264557,12448.283203125,19.240076999999992,2.3522960529327395,12448.0791015625,0.0,2.34476925611496,12448.0791015625,0.0,0.1905,0.12468,0.1255,9.79196556727402e-07,24.165595,11.433844,14.590801477432251,2022-11-04 19:21:00.661560,0.0
5,2.3284387826919555,12440.576171875,19.518024,2.1658931300640107,12440.6171875,0.0,2.1629072284698485,12440.6171875,0.0,0.2137,0.16904,0.1687,7.771845957904588e-07,24.382708,11.689139,14.979846715927124,2022-11-04 19:21:39.691075,0.0
6,2.2613474202156065,12377.8349609375,18.997018,2.14856080698967,12377.4033203125,0.0,2.1490234541893005,12377.4033203125,0.0,0.2402,0.20862,0.2101,9.843611223914195e-07,23.88317,11.556998,14.336567401885986,2022-11-04 19:22:16.457418,0.0
7,2.143039284944534,12357.4150390625,16.947975000000003,2.114055018901825,12357.396484375,0.0,2.11021893620491,12357.396484375,0.0,0.2049,0.18606,0.1835,6.257952236410347e-07,21.835054,11.653215,12.421932697296143,2022-11-04 19:22:51.512437,0.0
8,2.1188315713405608,12313.349609375,20.925368000000002,2.1110199596881865,12312.98828125,0.0,2.1055541396141053,12312.98828125,0.0,0.2388,0.19398,0.2009,5.73727277242142e-07,25.855809,11.713292,16.2510404586792,2022-11-04 19:23:30.102624,0.0
9,2.1331552624702455,12287.17578125,17.626038,2.100455554485321,12287.1806640625,0.0,2.097803633213043,12287.1806640625,0.0,0.1997,0.21144,0.2135,8.752332973926968e-07,22.411892,11.46017,12.990738868713379,2022-11-04 19:24:06.115306,0.0
10,2.123322570323944,12286.2646484375,19.744018999999998,1.9494403784275054,12285.240234375,0.0,1.9390691065788268,12285.240234375,0.0,0.3199,0.23874,0.2383,1.2357304512988776e-06,24.539178,11.667421,14.961058616638184,2022-11-04 19:24:43.457139,0.0
11,2.04615998506546,12228.8466796875,21.694219000000015,2.0844048943519593,12228.6640625,0.0,2.0717076623439787,12228.6640625,0.0,0.2714,0.19382,0.1926,5.322377205629891e-07,26.747138,11.419932,16.810089826583862,2022-11-04 19:25:23.135137,0.0
12,2.0848207306861877,12215.1748046875,19.924741,2.32866472530365,12215.1748046875,0.0,2.3299393105506896,12215.1748046875,0.0,0.2381,0.19336,0.1927,6.357692541314464e-07,24.563623,11.701625,15.399306774139404,2022-11-04 19:26:00.931075,0.0
13,2.000143332481384,12158.236328125,18.853582,1.8321806015968323,12157.859375,0.0,1.8218280458450318,12157.859375,0.0,0.3606,0.32284,0.3296,7.60977115987771e-07,23.834594,11.571535,14.20308518409729,2022-11-04 19:26:37.876178,0.0
14,2.003812327384949,12133.068359375,17.190552999999998,2.023550501823425,12133.07421875,0.0,2.0112277925014497,12133.07421875,0.0,0.2688,0.26276,0.2682,6.266234322538367e-07,21.946193,11.424457,12.56852674484253,2022-11-04 19:27:12.867395,0.0
15,1.947043673992157,12097.6484375,20.224232,2.0058282454013825,12097.1904296875,0.0,1.9938613963127136,12097.1904296875,0.0,0.3138,0.30016,0.3073,1.1468131333458587e-06,25.169818,11.715022,15.40961742401123,2022-11-04 19:27:51.119494,0.0
16,1.8990448999404907,12066.1611328125,19.322703000000004,1.946783463716507,12066.1689453125,0.0,1.9391346871852875,12066.1689453125,0.0,0.2976,0.29832,0.3073,8.512836302543292e-07,23.861954,11.387362,14.80271863937378,2022-11-04 19:28:28.514600,0.0
17,1.9427857041358947,12067.0546875,18.661667999999995,1.8783273816108703,12067.4833984375,0.0,1.8701520240306855,12067.4833984375,0.0,0.3397,0.30848,0.3111,2.5390331757080276e-06,23.522599,11.721286,13.998651504516602,2022-11-04 19:29:05.274761,0.0
18,1.8592799770832062,12004.9892578125,21.472254000000007,1.8282723796367646,12004.8388671875,0.0,1.8233927667140961,12004.8388671875,0.0,0.3798,0.34402,0.3433,7.20458331215923e-07,26.796706,11.446877,16.69801354408264,2022-11-04 19:29:44.760069,0.0
19,1.8834165453910827,11994.3154296875,19.279059999999998,1.739332141160965,11994.3134765625,0.0,1.7283116614818572,11994.3134765625,0.0,0.3932,0.35822,0.3683,5.855007998434303e-07,24.123568,11.55289,14.741109371185303,2022-11-04 19:30:22.034925,0.0
20,1.8627291059494018,11937.337890625,19.901242999999994,1.7894962751865386,11937.0224609375,0.0,1.781514149904251,11937.0224609375,0.0,0.3577,0.34388,0.3459,8.032783966882562e-07,25.007052,11.527971,15.19410514831543,2022-11-04 19:31:00.036422,0.0
21,1.8536341190338135,11912.8291015625,17.310729000000002,1.7153251173496247,11912.83203125,0.0,1.7125035881996156,11912.83203125,0.0,0.4166,0.37696,0.3813,6.819901727794786e-07,21.982533,11.408879,12.763340950012207,2022-11-04 19:31:34.922770,0.0
22,1.8104639720916749,11879.810546875,18.60570399999999,1.6599580237865448,11879.56640625,0.0,1.6532780134677887,11879.56640625,0.0,0.4515,0.38156,0.3849,1.2758135881085764e-06,23.670581,11.664792,13.770813941955566,2022-11-04 19:32:12.471911,0.0
23,1.7951137399673462,11855.76171875,19.067639000000014,1.673457819700241,11855.8046875,0.0,1.6706302869319916,11855.8046875,0.0,0.4541,0.38692,0.3857,7.283688319148496e-07,23.864947,11.410551,14.471359014511108,2022-11-04 19:32:49.926882,0.0
24,1.8260133683681488,11850.2431640625,20.574680000000004,1.6514108119010926,11849.3564453125,0.0,1.650114426612854,11849.3564453125,0.0,0.3944,0.39438,0.3931,1.274376245419262e-06,25.510773,11.71418,15.892667293548584,2022-11-04 19:33:29.070368,0.0
25,1.7156037950515748,11794.400390625,21.788529999999998,1.7238748068809508,11794.2412109375,0.0,1.7219977402687072,11794.2412109375,0.0,0.4277,0.36252,0.3634,7.181067189776513e-07,26.664778,11.478315,17.024643659591675,2022-11-04 19:34:08.482725,0.0
26,1.7498573207855224,11783.1689453125,19.980337000000002,1.6639198877811432,11783.1552734375,0.0,1.6564038252830506,11783.1552734375,0.0,0.4318,0.3843,0.3922,5.603494628303451e-07,24.743915,11.705131,15.507482528686523,2022-11-04 19:34:46.370614,0.0
27,1.7085323631763458,11727.267578125,21.388818,1.600072420835495,11726.9345703125,0.0,1.6012247228622436,11726.9345703125,0.0,0.4749,0.42138,0.4194,8.321270001943049e-07,26.285712,11.628416,16.450543642044067,2022-11-04 19:35:26.203315,0.0
28,1.695589644908905,11702.845703125,17.125546999999997,1.690718069076538,11702.8251953125,0.0,1.6873869240283965,11702.8251953125,0.0,0.4394,0.3811,0.3841,6.59135366731789e-07,21.849988,11.512743,12.520869731903076,2022-11-04 19:36:00.824645,0.0
29,1.7058860290050506,11671.6767578125,19.051589000000007,1.5909238386154174,11671.427734375,0.0,1.588378872871399,11671.427734375,0.0,0.4674,0.42248,0.4197,6.844293807262147e-07,24.028505,11.723124,14.299134492874146,2022-11-04 19:36:37.454145,0.0
30,1.6569821107387543,11630.76953125,18.487869000000007,1.5509478244781494,11630.7783203125,0.0,1.5562720668315888,11630.7783203125,0.0,0.4433,0.43088,0.4263,5.94629455008544e-07,23.463277,11.430451,13.811162233352661,2022-11-04 19:37:14.376053,0.0
31,1.6838020777702332,11624.4404296875,19.90080899999999,1.6110738954544068,11624.4443359375,0.0,1.6171051120758058,11624.4443359375,0.0,0.4525,0.41262,0.4102,7.61225408041355e-07,24.707461,11.713208,15.22482681274414,2022-11-04 19:37:52.357596,0.0
32,1.6503830575942993,11566.6220703125,21.564684000000003,1.4886220936775207,11566.2392578125,0.0,1.499584138393402,11566.2392578125,0.0,0.4492,0.4636,0.4557,5.443588406706112e-07,26.652203,11.433621,16.761443614959717,2022-11-04 19:38:31.720771,0.0
33,1.6325103402137757,11552.1376953125,18.423655,1.612997288942337,11552.140625,0.0,1.6296165883541107,11552.140625,0.0,0.4393,0.43044,0.4188,5.032190983911278e-07,23.126253,11.582098,13.89900827407837,2022-11-04 19:39:07.719889,0.0
34,1.6051263332366943,11501.88671875,21.010403999999998,1.5696500382423402,11501.4814453125,0.0,1.5756329107284546,11501.4814453125,0.0,0.4346,0.44268,0.4362,8.878387802724319e-07,26.243849,11.626605,16.042653799057007,2022-11-04 19:39:47.193896,0.0
35,1.593013367652893,11476.919921875,17.577385,1.5063997371196747,11476.91796875,0.0,1.5136889731884002,11476.91796875,0.0,0.4619,0.4541,0.4519,6.477432634710567e-07,22.192716,11.483785,13.018033504486084,2022-11-04 19:40:22.435900,0.0
36,1.5985673213005065,11462.3564453125,19.188796000000004,1.5298660998344422,11461.4560546875,0.0,1.5383665895462035,11461.4560546875,0.0,0.4716,0.4476,0.4414,9.13768531063397e-07,23.849187,11.844272,14.601745128631592,2022-11-04 19:40:59.102274,0.0
37,1.6055040884017944,11416.146484375,20.173884999999988,1.5124573121070861,11416.1328125,0.0,1.525631456375122,11416.1328125,0.0,0.4341,0.45272,0.4488,6.309065270215797e-07,24.980517,11.524433,15.529289245605469,2022-11-04 19:41:36.817817,0.0
38,1.587677857875824,11407.95703125,19.955575,1.6774680659770966,11407.9521484375,0.0,1.6776778388023377,11407.9521484375,0.0,0.4379,0.3766,0.3771,8.010701435523515e-07,24.856665,11.763742,15.36787748336792,2022-11-04 19:42:15.136465,0.0
39,1.585145456790924,11355.41796875,19.685242,1.5687428169250488,11355.3115234375,0.0,1.5735010528564453,11355.3115234375,0.0,0.4784,0.42868,0.4317,9.196088512908318e-07,24.575619,11.696695,15.007041692733765,2022-11-04 19:42:52.661070,0.0
40,1.5633993315696717,11332.7451171875,17.117082999999994,1.5192539229393005,11332.7275390625,0.0,1.538561804294586,11332.7275390625,0.0,0.4689,0.45786,0.4504,1.1201883580724825e-06,21.969685,11.616137,12.510129690170288,2022-11-04 19:43:27.602238,0.0
41,1.539458212852478,11297.5009765625,18.564215000000004,1.6117474961280822,11297.2275390625,0.0,1.6132861709594726,11297.2275390625,0.0,0.4679,0.41162,0.4134,1.0531823591009015e-06,23.842823,11.75645,13.728343963623047,2022-11-04 19:44:04.598752,0.0
42,1.5740280139446259,11266.84765625,17.213629000000005,1.4926665494441986,11266.849609375,0.0,1.5057822978496551,11266.849609375,0.0,0.4642,0.4551,0.447,8.305098617711337e-07,22.14575,11.728106,12.551302671432495,2022-11-04 19:44:39.947979,0.0
43,1.5773305630683898,11264.68359375,18.588214999999995,1.478864625930786,11264.6748046875,0.0,1.495075591802597,11264.6748046875,0.0,0.4865,0.4698,0.4596,8.644645390631922e-07,23.229723,11.903939,14.007143259048462,2022-11-04 19:45:16.689740,0.0
