label,predict,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9
2,7,0.86587137,0.0006300492,0.624805,0.7977836,0.76702493,0.65032303,0.113005035,0.86774886,0.6792214,0.809848
2,0,0.8708616,0.0006251867,0.63052994,0.79438096,0.76261055,0.64424676,0.11228712,0.86241704,0.68721414,0.81225765
8,0,0.8666619,0.0006269738,0.6248694,0.7976204,0.7660262,0.65081567,0.11273554,0.8663397,0.68117994,0.8095224
8,0,0.8686382,0.0006280351,0.6330227,0.7920007,0.7639599,0.64761525,0.11119051,0.8660006,0.6828722,0.81573474
2,0,0.8783392,0.0006311451,0.6414438,0.79607505,0.76427037,0.633874,0.10721196,0.8568089,0.6963875,0.8045595
9,7,0.86272204,0.0006184717,0.62393963,0.79708326,0.7651491,0.6570821,0.112380534,0.8722681,0.6710515,0.8157038
5,7,0.8555762,0.00062402384,0.60898143,0.804532,0.76992565,0.66372144,0.113052726,0.87812346,0.6598876,0.8168162
5,0,0.8734269,0.00062403566,0.6394028,0.7977705,0.7630703,0.64243966,0.10878104,0.8621306,0.68541217,0.8082994
6,0,0.8809321,0.00063391455,0.63782465,0.79922456,0.7660628,0.62745845,0.108141825,0.8515354,0.70586514,0.79685235
6,7,0.8581352,0.00062035315,0.61381024,0.8018785,0.76621604,0.6628267,0.11276148,0.87749743,0.6617377,0.8184042
0,0,0.868429,0.0006288353,0.631518,0.7956334,0.76421815,0.6478292,0.11217493,0.8645814,0.6840353,0.80958444
6,0,0.869086,0.0006317999,0.6319919,0.7946039,0.7650648,0.6458039,0.112182416,0.86367863,0.6845445,0.8106484
6,7,0.8577682,0.000618684,0.6110883,0.80101323,0.76768124,0.6641762,0.11116843,0.87921697,0.6596338,0.8208539
9,0,0.86814433,0.00063182524,0.6276302,0.7913997,0.7670011,0.64601517,0.11254687,0.8645391,0.6856644,0.81357867
2,7,0.8673593,0.0006293785,0.6284177,0.7984891,0.76857936,0.65029186,0.110437356,0.8677829,0.67775786,0.8083829
9,0,0.87509125,0.00063387834,0.6339063,0.79525137,0.7643593,0.6368604,0.11115651,0.85699946,0.69584143,0.8064259
8,7,0.8619079,0.00062089297,0.6183256,0.7992173,0.7668989,0.65757346,0.11253977,0.87267476,0.671055,0.81520504
9,7,0.865843,0.00062228803,0.62575793,0.7944771,0.7630488,0.65236115,0.11331447,0.86809045,0.67866987,0.8153167
2,0,0.8769964,0.00062549394,0.6402791,0.80102813,0.76679754,0.6377016,0.10514626,0.86199653,0.6884087,0.80292606
7,0,0.8697277,0.00063364184,0.6325038,0.7975579,0.76790154,0.6455876,0.110840835,0.8638177,0.683347,0.80622196
4,7,0.86461467,0.00062208413,0.62524676,0.79848737,0.76247376,0.65470016,0.11326692,0.8694299,0.6727338,0.81376445
0,0,0.88031286,0.0006320324,0.6366011,0.7991705,0.76529825,0.6280789,0.10708453,0.8538105,0.7057648,0.8000379
9,0,0.8705663,0.0006299095,0.6288335,0.7993974,0.76526403,0.64531434,0.11221608,0.8615492,0.6881842,0.8036934
0,0,0.8673536,0.00062584545,0.62996304,0.7957226,0.7644393,0.65082186,0.112432875,0.8668258,0.6788739,0.8116087
2,0,0.8740549,0.0006278082,0.6383252,0.7964205,0.7650987,0.6415702,0.10819197,0.86263806,0.6859587,0.8070713
6,0,0.8736188,0.00063584844,0.6344239,0.7953438,0.76387006,0.63816804,0.11126209,0.8580411,0.6948366,0.8062558
0,0,0.88532573,0.0006279908,0.63665634,0.80210114,0.765894,0.618839,0.10607656,0.84817296,0.71386373,0.79746217
4,7,0.8603246,0.0006281997,0.6178432,0.80288756,0.7671173,0.6590607,0.11308884,0.8732512,0.6685842,0.8110866
0,0,0.8675524,0.00063114846,0.6292387,0.8017935,0.7657247,0.64982784,0.11203444,0.86491036,0.6818507,0.80317956
6,0,0.86837316,0.0006310648,0.6302438,0.7985064,0.76617473,0.6483445,0.11223479,0.8645436,0.6818988,0.8050997
4,7,0.862419,0.0006167896,0.6210003,0.795686,0.7660183,0.65848345,0.11132394,0.87402385,0.6701025,0.8184343
9,7,0.862037,0.00062408886,0.624078,0.79904926,0.76091677,0.6564861,0.1134195,0.87170696,0.6701476,0.81765246
4,7,0.86079955,0.0006184239,0.6125409,0.80855596,0.76576877,0.65789586,0.113900945,0.8718045,0.66803646,0.8108561
0,0,0.87367994,0.00062413205,0.6362758,0.79670733,0.763844,0.64161295,0.110363804,0.8605556,0.6884857,0.80659705
2,0,0.8695588,0.0006266417,0.63079816,0.7977978,0.7659854,0.6475253,0.11209641,0.86335325,0.6837348,0.8062359
6,7,0.86502415,0.0006370688,0.61738193,0.80384994,0.7707838,0.650086,0.112691954,0.86639583,0.6804488,0.8043289
2,0,0.8722497,0.00062602985,0.6342218,0.79271823,0.7659155,0.6434066,0.11030854,0.86292094,0.68758816,0.8090461
9,7,0.86596507,0.00063169334,0.6270869,0.79386777,0.7661463,0.6499308,0.112817965,0.86728424,0.6806827,0.81355137
5,0,0.87150514,0.00062892755,0.6347058,0.79135007,0.7625274,0.64307714,0.11123645,0.8618614,0.68710554,0.81347305
2,0,0.8688548,0.0006279034,0.6335039,0.7963237,0.76411694,0.64812905,0.111895345,0.8647033,0.6817441,0.8091659
0,0,0.87155056,0.00063094724,0.63236123,0.7963366,0.76600707,0.64270306,0.11097044,0.8613556,0.69021815,0.80510896
0,0,0.8740765,0.00062936195,0.63141704,0.80125976,0.7665212,0.637909,0.11086114,0.8584147,0.6940098,0.7995991
7,7,0.8646035,0.00062488555,0.6282244,0.79687643,0.7647511,0.6548095,0.112414554,0.869712,0.6734949,0.8132449
4,0,0.87025744,0.0006232063,0.63138705,0.79091287,0.762702,0.6481241,0.111261144,0.86582214,0.6835216,0.81551003
0,0,0.88474274,0.0006277404,0.630142,0.8095724,0.76658046,0.61845976,0.105676666,0.84868467,0.7163634,0.790671
7,7,0.8601865,0.00062768144,0.6114564,0.7991711,0.77407175,0.658321,0.10925499,0.8760467,0.6663793,0.81785995
9,0,0.8688761,0.0006316398,0.62414247,0.8022924,0.7667617,0.6470052,0.112705186,0.8630747,0.6840623,0.80410117
7,0,0.8774086,0.00063154555,0.6385774,0.79571015,0.76603067,0.63384664,0.10828757,0.8566263,0.69765675,0.80422854
0,7,0.8666594,0.0006247103,0.6296611,0.79845095,0.76517177,0.6535723,0.111539505,0.8688561,0.6743974,0.8106845
6,0,0.86803746,0.000626943,0.63250345,0.793538,0.7641561,0.6485763,0.11125235,0.86673945,0.67985857,0.8158292
7,0,0.87034863,0.00063719094,0.6310518,0.7997101,0.7683737,0.6442963,0.111183286,0.8622451,0.6866247,0.8018335
0,0,0.872113,0.00062439,0.6338835,0.79647785,0.76558846,0.6441835,0.11064934,0.86162794,0.6873029,0.80705315
8,0,0.87785065,0.0006298277,0.6361011,0.79533994,0.7652396,0.6330257,0.1097869,0.8552141,0.699507,0.8027135
0,7,0.8640459,0.0006219785,0.6259192,0.79904664,0.76543236,0.6558495,0.112174444,0.87095344,0.6725341,0.81252337
4,0,0.86724246,0.0006369116,0.62760836,0.8013037,0.7666559,0.64835423,0.112577654,0.8647432,0.68259203,0.802713
2,7,0.85557765,0.0006162637,0.6110564,0.80117464,0.76847917,0.665478,0.10892577,0.8840466,0.6512268,0.826448
6,0,0.8711407,0.00062804675,0.6324637,0.791535,0.7641025,0.64435023,0.111607656,0.86242086,0.68879557,0.8113447
