epoch,train_loss,train_l2_loss,train_excange_proc,val_loss,val_l2_loss,val_excange_proc,test_loss,test_l2_loss,test_excange_proc,train_acc,val_acc,test_acc,diff,train_proc,eval_proc,comm_proc,timestamp,sleep_proc
1,2.606208302974701,12465.201171875,27.383604999999996,2.594989541053772,12435.388671875,0.0,2.595292880535126,12435.388671875,0.0,0.1509,0.10866,0.1096,0.0002292009739903733,39.047193,51.513452,14.92838454246521,2022-11-04 19:20:01.487815,0.0
2,2.5037546253204344,12449.9462890625,27.459235999999994,2.4128755183219908,12447.8525390625,0.0,2.403390100002289,12447.8525390625,0.0,0.1931,0.13798,0.1365,7.491745236620773e-06,38.674289,47.173235,14.91428256034851,2022-11-04 19:21:28.566719,0.0
3,2.2037303435802458,12376.0302734375,27.323655999999993,2.2516688327789307,12375.857421875,0.0,2.2557278060913086,12375.857421875,0.0,0.1917,0.17704,0.1716,9.364769084641011e-07,37.958983,46.247452,13.887139558792114,2022-11-04 19:22:54.459846,0.0
4,2.0950483191013336,12307.48828125,28.238541000000016,2.057780908346176,12306.671875,0.0,2.0487585735321043,12306.671875,0.0,0.2619,0.21846,0.2167,1.812381583476963e-06,37.940026,50.996483,15.459609031677246,2022-11-04 19:24:24.986619,0.0
5,2.002461357116699,12236.8671875,27.52021600000001,1.9180543155670167,12236.591796875,0.0,1.906449534893036,12236.591796875,0.0,0.3811,0.26632,0.2745,1.5715983181507909e-06,38.798677,46.712129,15.373177766799927,2022-11-04 19:25:51.664283,0.0
6,1.9339387202262879,12151.4541015625,28.763965000000002,1.9984017190933228,12151.373046875,0.0,1.9928746914863587,12151.373046875,0.0,0.3994,0.27946,0.2805,1.0184427310377941e-06,38.883273,47.580572,14.551717281341553,2022-11-04 19:27:19.733312,0.0
7,1.910011956691742,12086.6845703125,25.067322999999995,1.869156711101532,12086.1630859375,0.0,1.869363510608673,12086.1630859375,0.0,0.3084,0.29794,0.2977,1.7043244042724837e-06,36.073128,51.373047,13.562077045440674,2022-11-04 19:28:48.799877,0.0
8,1.8373319137096404,12010.1220703125,27.814767999999997,1.7460183489322663,12009.365234375,0.0,1.7372358357906341,12009.365234375,0.0,0.4136,0.3417,0.3467,1.3801201248497819e-06,39.034918,45.279742,14.676900625228882,2022-11-04 19:30:14.293062,0.0
9,1.8187244713306427,11930.0771484375,28.451381000000005,1.7172953414916992,11929.9228515625,0.0,1.7102476465702057,11929.9228515625,0.0,0.4787,0.36104,0.3647,1.201306986331474e-06,38.497068,46.908626,15.034854173660278,2022-11-04 19:31:41.756883,0.0
10,1.7759954035282135,11860.484375,29.551368,1.889604948759079,11858.5185546875,0.0,1.8802730882167815,11858.5185546875,0.0,0.4034,0.31878,0.3197,1.5590403563692234e-06,39.173668,50.142283,15.035913467407227,2022-11-04 19:33:12.601290,0.0
11,1.7161115980148316,11799.7744140625,28.071873,1.623778606414795,11799.2001953125,0.0,1.6202098536491394,11799.2001953125,0.0,0.4749,0.39898,0.397,1.1841847253890592e-06,38.443798,46.246208,14.877039909362793,2022-11-04 19:34:38.619964,0.0
12,1.7227768290042877,11720.2197265625,29.295315000000013,1.8278938884735108,11720.142578125,0.0,1.8291413259506226,11720.142578125,0.0,0.3891,0.36264,0.3643,1.007661921903491e-06,39.903201,50.01137,16.13077139854431,2022-11-04 19:36:10.205959,0.0
13,1.6514191496372224,11640.3974609375,28.019028000000002,1.5922404067516327,11639.576171875,0.0,1.6035036647319794,11639.576171875,0.0,0.4551,0.41622,0.4082,1.294400021834008e-06,39.034492,50.312893,15.38180685043335,2022-11-04 19:37:40.755538,0.0
14,1.6383143222332002,11566.2333984375,28.05601800000001,1.6001646308898925,11565.65625,0.0,1.607316973209381,11565.65625,0.0,0.4358,0.42998,0.4279,1.1511244792927755e-06,39.245913,44.050677,15.13400912284851,2022-11-04 19:39:05.270721,0.0
15,1.6050655150413513,11494.9091796875,28.133176,1.589930176258087,11494.8857421875,0.0,1.5963300573825836,11494.8857421875,0.0,0.481,0.42516,0.4178,1.022797391669883e-06,39.393904,51.307811,15.973393440246582,2022-11-04 19:40:37.666857,0.0
16,1.591501044034958,11423.7548828125,28.708018999999997,1.5011314537525178,11422.9306640625,0.0,1.5198766052722932,11422.9306640625,0.0,0.4689,0.44792,0.4488,1.4641032066720072e-06,39.367183,48.398531,15.486837387084961,2022-11-04 19:42:06.664940,0.0
17,1.567799642086029,11347.9052734375,28.608436,1.6686619818210602,11347.5556640625,0.0,1.6852750623226165,11347.5556640625,0.0,0.5046,0.40964,0.4047,1.5736751493022894e-06,38.735009,44.658532,14.608895778656006,2022-11-04 19:43:31.368083,0.0
18,1.553552349805832,11281.1826171875,29.224515000000007,1.5137997238636016,11280.328125,0.0,1.5366999614238739,11280.328125,0.0,0.5163,0.4571,0.4488,1.2266546036698855e-06,39.783899,51.038681,15.196084022521973,2022-11-04 19:45:03.862019,0.0
19,1.5390960717201232,11211.9140625,27.37830300000001,1.3900362391471863,11211.0361328125,0.0,1.407993711233139,11211.0361328125,0.0,0.5235,0.49722,0.49,1.8469871747583966e-06,37.529774,46.321119,14.133894920349121,2022-11-04 19:46:28.764710,0.0
20,1.4654778563976287,11143.611328125,27.438344999999995,1.4352452614307403,11143.57421875,0.0,1.4543327069282532,11143.57421875,0.0,0.5321,0.48118,0.4768,1.7484534282630193e-06,37.691694,46.624028,14.494571685791016,2022-11-04 19:47:54.334333,0.0
21,1.4978650879859925,11072.98046875,27.756135999999987,1.3807428846359253,11072.4287109375,0.0,1.4024785113334657,11072.4287109375,0.0,0.5041,0.49906,0.4924,1.1834448514491669e-06,38.198315,51.40863,15.257171392440796,2022-11-04 19:49:25.450292,0.0
22,1.4786679005622865,11004.06640625,27.40025,1.3802934136390685,11003.6181640625,0.0,1.4070485508441926,11003.6181640625,0.0,0.5112,0.50558,0.4964,1.4055028714210493e-06,38.841303,46.583618,15.653926849365234,2022-11-04 19:50:52.340240,0.0
23,1.4249850618839264,10947.142578125,27.865097000000016,1.3469022417068481,10946.0234375,0.0,1.3818157482147218,10946.0234375,0.0,0.5459,0.5184,0.5066,1.2615629430001718e-06,39.143035,46.215154,15.254924774169922,2022-11-04 19:52:19.172344,0.0
24,1.406191793680191,10899.6416015625,28.662169999999996,1.326139702796936,10899.9423828125,0.0,1.3600833463668822,10899.9423828125,0.0,0.5598,0.52338,0.5078,0.02281803824007511,39.807003,46.921856,15.61694860458374,2022-11-04 19:53:47.365962,0.0
25,1.3716314029693604,9658.0283203125,28.294214999999994,1.3205981378555298,9673.2841796875,0.0,1.3531737768650054,9673.2841796875,0.0,0.5772,0.52302,0.5141,0.00018573898705653846,38.898425,47.960314,15.15720796585083,2022-11-04 19:55:15.466042,0.0
26,1.3394442284107209,9555.3486328125,28.805224000000006,1.3312823696136475,9554.46484375,0.0,1.3564199304580689,9554.46484375,0.0,0.5696,0.52438,0.5161,2.9132286272215424e-06,38.763609,46.140611,15.072179555892944,2022-11-04 19:56:41.982259,0.0
27,1.3451893305778504,9515.1015625,27.984942000000007,1.3140643384456634,9514.927734375,0.0,1.3459807586669923,9514.927734375,0.0,0.6031,0.52488,0.5178,1.355724180029938e-06,37.581052,47.312742,14.41253113746643,2022-11-04 19:58:08.414650,0.0
28,1.3555459487438202,9451.2607421875,28.376144999999994,1.3105044121742249,9451.0791015625,0.0,1.3472954404354096,9451.0791015625,0.0,0.5917,0.52652,0.5144,1.3947336583441938e-06,39.452741,49.10766,15.787265300750732,2022-11-04 19:59:38.138380,0.0
29,1.2916297918558122,9395.0380859375,28.083287000000006,1.2946626484394073,9394.111328125,0.0,1.334656532406807,9394.111328125,0.0,0.5798,0.53926,0.5294,1.024392531689955e-06,38.630024,47.006409,15.14144515991211,2022-11-04 20:01:05.488191,0.0
30,1.3002253222465514,9348.841796875,29.187030999999976,1.2557635247707366,9347.875,0.0,1.2917457419633864,9347.875,0.0,0.6097,0.549,0.5385,1.4856016150588403e-06,39.694347,46.692665,15.34206771850586,2022-11-04 20:02:33.629672,0.0
31,1.3109646040201186,9301.0693359375,28.71624000000001,1.2847558447122573,9300.30078125,0.0,1.3257160472869873,9300.30078125,0.0,0.5895,0.54604,0.5318,1.645445877329621e-06,38.703848,48.2467,15.173322916030884,2022-11-04 20:04:02.051514,0.0
32,1.281921747326851,9246.8544921875,28.400741,1.2656763833761215,9246.6982421875,0.0,1.3141450607776641,9246.6982421875,0.0,0.5916,0.55122,0.5381,1.4427329233512864e-06,39.296689,46.744577,15.03033185005188,2022-11-04 20:05:29.691757,0.0
33,1.2569456779956818,9180.4189453125,27.804596999999998,1.2869927599430084,9179.998046875,0.0,1.33447505235672,9179.998046875,0.0,0.5985,0.55562,0.5401,1.5048265140649164e-06,38.640091,48.998709,15.414125919342041,2022-11-04 20:06:58.798238,0.0
34,1.2741542637348175,9126.45703125,27.693642999999994,1.1961731202602386,9125.740234375,0.0,1.244538579583168,9125.740234375,0.0,0.6404,0.56848,0.5588,1.1870397429447621e-06,38.111288,47.531119,15.273273944854736,2022-11-04 20:08:25.770345,0.0
35,1.2838141453266143,9087.5380859375,26.802348000000002,1.1954053534269333,9086.4169921875,0.0,1.234655699133873,9086.4169921875,0.0,0.6108,0.57654,0.5679,2.1143757749086944e-06,38.859461,46.512991,14.589146375656128,2022-11-04 20:09:52.680544,0.0
36,1.2848242443799973,9039.5693359375,28.44828499999999,1.2184060060977935,9039.44921875,0.0,1.2685569894313813,9039.44921875,0.0,0.5915,0.5706,0.554,1.7422456721760682e-06,38.358427,48.078537,15.363862037658691,2022-11-04 20:11:20.542506,0.0
37,1.2807032400369645,8972.1611328125,27.691817000000004,1.1492489681243896,8971.2548828125,0.0,1.2076435804367065,8971.2548828125,0.0,0.6195,0.59342,0.5779,1.2233582538101473e-06,37.70825,49.719255,14.091366291046143,2022-11-04 20:12:49.656693,0.0
38,1.2519015514850615,8921.87109375,28.070243999999995,1.14012580370903,8921.2392578125,0.0,1.1999931120872498,8921.2392578125,0.0,0.6235,0.59658,0.5813,1.1691529380186694e-06,38.703503,46.290951,15.05087685585022,2022-11-04 20:14:15.867573,0.0
39,1.2248933041095733,8876.5224609375,28.338694999999998,1.188227489233017,8876.36328125,0.0,1.2385060679912567,8876.36328125,0.0,0.6166,0.5803,0.5674,1.5439644585057977e-06,39.677175,46.261488,14.961191892623901,2022-11-04 20:15:43.132986,0.0
40,1.1872867864370347,8817.97265625,28.27177700000001,1.2726809343099594,8817.8251953125,0.0,1.3261221587657928,8817.8251953125,0.0,0.6043,0.56828,0.5567,1.2337914085946977e-06,38.602428,49.956093,15.593560695648193,2022-11-04 20:17:13.058405,0.0
41,1.1417476838827134,8766.3359375,26.680394999999987,1.1491004149913788,8765.3935546875,0.0,1.217648479938507,8765.3935546875,0.0,0.6127,0.6003,0.5811,1.5620767044310924e-06,37.296085,46.81576,14.693255186080933,2022-11-04 20:18:38.660015,0.0
42,1.2066059517860412,8730.8251953125,28.476273000000003,1.108989219903946,8730.283203125,0.0,1.178689410686493,8730.283203125,0.0,0.6557,0.6093,0.5974,1.924785692608566e-06,39.095466,46.485775,15.408586502075195,2022-11-04 20:20:05.441353,0.0
43,1.1586697381734847,8684.705078125,28.065476999999998,1.137906539797783,8684.595703125,0.0,1.208934997320175,8684.595703125,0.0,0.6671,0.59516,0.5765,1.5799322454768117e-06,39.03618,48.371033,14.987218618392944,2022-11-04 20:21:34.411972,0.0
44,1.1609099566936494,8632.4814453125,27.438778000000013,1.158999185681343,8631.61328125,0.0,1.2334943974018098,8631.61328125,0.0,0.6425,0.59216,0.5651,1.4979353863964207e-06,37.006397,49.412895,13.770580291748047,2022-11-04 20:23:02.652598,0.0
45,1.1301032119989396,8579.5087890625,28.315037999999998,1.0638458122015,8578.5703125,0.0,1.1470080929994584,8578.5703125,0.0,0.6586,0.62754,0.6063,2.028714334301185e-06,38.778871,44.867227,15.168991088867188,2022-11-04 20:24:27.722237,0.0
46,1.1310237777233123,8533.869140625,27.613137999999996,1.1625282080173494,8533.712890625,0.0,1.232495260834694,8533.712890625,0.0,0.6695,0.5949,0.573,1.5964857311701053e-06,38.396778,47.234781,14.755146980285645,2022-11-04 20:25:54.861039,0.0
47,1.0951634401082992,8477.396484375,29.178140000000006,1.0254396208524703,8477.4111328125,0.0,1.1004203927516938,8477.4111328125,0.0,0.677,0.64292,0.6157,1.6456642697448842e-06,39.327868,49.186065,16.203461408615112,2022-11-04 20:27:24.510378,0.0
48,1.1124194461107253,8415.8046875,28.312888000000015,1.0590224480628967,8415.6220703125,0.0,1.1451426428556442,8415.6220703125,0.0,0.6921,0.62508,0.6007,1.4955812730477192e-06,38.898803,48.011537,14.951227188110352,2022-11-04 20:28:52.763335,0.0
49,1.0541775280237198,8368.58984375,28.153818,1.0377218432426452,8367.7080078125,0.0,1.1280629914999007,8367.7080078125,0.0,0.6844,0.63062,0.6016,1.4630008990934584e-06,40.010519,48.361301,13.943769931793213,2022-11-04 20:30:22.615634,0.0
50,1.0406249123811722,8329.3369140625,28.007766,1.2103351598978043,8328.2763671875,0.0,1.295449423789978,8328.2763671875,0.0,0.6801,0.58204,0.5541,1.6746962501201779e-06,38.286681,47.25723,15.350571393966675,2022-11-04 20:31:49.649945,0.0
51,1.0552590572834015,8281.845703125,26.825282000000012,1.0027624785900116,8281.724609375,0.0,1.0844281893968581,8281.724609375,0.0,0.6918,0.64786,0.6248,1.514466930530034e-06,38.061133,48.701548,14.568309307098389,2022-11-04 20:33:17.642047,0.0
52,1.0551567775011064,8229.45703125,27.231146999999986,1.0745332926511764,8229.0771484375,0.0,1.156879761815071,8229.0771484375,0.0,0.6754,0.624,0.601,1.2817833976441761e-06,37.828447,50.015594,15.01848816871643,2022-11-04 20:34:46.936170,0.0
53,1.1066747653484343,8173.8681640625,29.62338,1.0064002033472061,8173.1171875,0.0,1.1135586154460908,8173.1171875,0.0,0.6939,0.65042,0.6201,1.8649052435648628e-06,40.211411,45.929286,15.472232580184937,2022-11-04 20:36:14.350214,0.0
54,1.0918667513132094,8126.12109375,28.174920999999998,1.156122395992279,8126.044921875,0.0,1.2561935579776764,8126.044921875,0.0,0.5782,0.61104,0.5845,1.4173127738104085e-06,39.461595,48.492109,15.116541147232056,2022-11-04 20:37:43.879504,0.0
55,1.071315547823906,8075.9677734375,26.604448,0.9591331734657288,8075.27099609375,0.0,1.0590042555332184,8075.27099609375,0.0,0.706,0.66666,0.6408,1.9890901512553683e-06,37.876127,48.933754,13.752671718597412,2022-11-04 20:39:12.009023,0.0
56,1.0601559585332871,8026.58984375,27.386069,1.2021747350692749,8026.44873046875,0.0,1.302854266166687,8026.44873046875,0.0,0.6375,0.59874,0.5776,1.8041802150037256e-06,38.138928,47.194611,14.218698740005493,2022-11-04 20:40:38.928266,0.0
