epoch,train_loss,train_l2_loss,train_excange_proc,val_loss,val_l2_loss,val_excange_proc,test_loss,test_l2_loss,test_excange_proc,train_acc,val_acc,test_acc,diff,train_proc,eval_proc,comm_proc,timestamp,sleep_proc
1,2.289096908569336,114.31649780273438,32.256358999999996,2.302517132282257,114.24762725830078,0.0,2.302513289451599,114.24762725830078,0.0,0.1593,0.10836,0.1101,0.5860826969146729,44.614111,37.129354,19.895317554473877,2022-11-03 19:12:24.884563,0.0
2,2.301984646320343,0.7272143959999084,34.72425399999999,2.30258557510376,0.7266561388969421,0.0,2.3025856041908264,0.7266561388969421,0.0,0.1473,0.1,0.1,0.5145557522773743,45.796709,36.774209,22.23435640335083,2022-11-03 19:13:50.021330,0.0
3,2.3020226526260377,0.000928511144593358,34.70967199999999,2.302585711956024,0.0009261175873689353,0.0,2.302585701942444,0.0009261175873689353,0.0,0.1419,0.1,0.1,0.5125478506088257,44.430185,39.767183,23.319058656692505,2022-11-03 19:15:16.851433,0.0
4,2.302006187438965,0.00010579489753581583,33.20747200000002,2.3025854744911194,0.00010578359797364101,0.0,2.3025854635238647,0.00010578359797364101,0.0,0.142,0.1,0.1,0.5124212503433228,43.608063,35.907451,20.172749519348145,2022-11-03 19:16:38.205522,0.0
5,2.3020043778419494,6.103888881625608e-05,33.96703100000001,2.302585542201996,6.13158626947552e-05,0.0,2.30258553981781,6.13158626947552e-05,0.0,0.1502,0.1,0.1,0.5124161243438721,44.560572,39.626042,21.27926540374756,2022-11-03 19:18:04.487058,0.0
6,2.3020154142379763,9.75579023361206e-05,31.155523999999996,2.302585767745972,9.75400471361354e-05,0.0,2.3025857400894165,9.75400471361354e-05,0.0,0.15,0.1,0.1,0.5124160051345825,42.743383,35.672099,18.824419736862183,2022-11-03 19:19:24.658884,0.0
7,2.3020262813568113,9.959193266695365e-05,36.528893999999994,2.302585625171661,9.975151624530554e-05,0.0,2.3025855922698977,9.975151624530554e-05,0.0,0.1483,0.1,0.1,0.512415885925293,46.69785,38.611335,23.936134338378906,2022-11-03 19:20:52.035324,0.0
8,2.302024157047272,7.875212759245187e-05,33.773049,2.3025856413841246,7.868850661907345e-05,0.0,2.302585663795471,7.868850661907345e-05,0.0,0.1507,0.1,0.1,0.5124157667160034,44.439829,36.394599,21.729777812957764,2022-11-03 19:22:15.448763,0.0
9,2.3020125222206116,7.074071618262678e-05,34.223195000000004,2.302585711956024,7.104164978954941e-05,0.0,2.302585709095001,7.104164978954941e-05,0.0,0.1437,0.1,0.1,0.5124155879020691,44.850784,37.299024,22.18518328666687,2022-11-03 19:23:40.193184,0.0
10,2.302008764743805,9.221555956173688e-05,33.653650999999996,2.3025857253074644,9.226721886079758e-05,0.0,2.3025857400894165,9.226721886079758e-05,0.0,0.1506,0.1,0.1,0.5124160051345825,43.604208,37.410147,20.778930187225342,2022-11-03 19:25:03.458357,0.0
11,2.302019839286804,7.411349361063913e-05,33.88864,2.3025854868888853,7.442499190801755e-05,0.0,2.3025854802131653,7.442499190801755e-05,0.0,0.1423,0.1,0.1,0.5124160051345825,44.528663,37.080839,22.333259105682373,2022-11-03 19:26:26.989577,0.0
12,2.302023847103119,7.531397568527609e-05,34.891702,2.3025855216979982,7.345246558543295e-05,0.0,2.3025855255126952,7.345246558543295e-05,0.0,0.1515,0.1,0.1,0.5124163627624512,43.97835,41.137662,22.234281063079834,2022-11-03 19:27:54.339997,0.0
13,2.3020049428939817,0.00010762643069028854,33.98987699999998,2.302585877418518,0.00010766470222733915,0.0,2.3025858926773073,0.00010766470222733915,0.0,0.1458,0.1,0.1,0.5124161839485168,44.017209,38.297913,22.4551260471344,2022-11-03 19:29:19.077461,0.0
14,2.302021334171295,9.864628373179585e-05,34.712714,2.3025856189727785,9.878067066892982e-05,0.0,2.302585628032684,9.878067066892982e-05,0.0,0.1505,0.1,0.1,0.512415885925293,45.272844,38.149371,22.761176824569702,2022-11-03 19:30:44.572377,0.0
15,2.3020218443870544,5.9179801610298455e-05,31.22835000000001,2.3025858116149904,5.847171996720135e-05,0.0,2.3025858092308042,5.847171996720135e-05,0.0,0.1503,0.1,0.1,0.5124160051345825,42.528351,39.097178,19.077893495559692,2022-11-03 19:32:08.286930,0.0
16,2.302020173072815,8.177838753908873e-05,34.83611199999999,2.302585685253143,8.187567436834797e-05,0.0,2.3025856900215147,8.187567436834797e-05,0.0,0.1429,0.1,0.1,0.5124155879020691,44.851257,37.340258,21.73366951942444,2022-11-03 19:33:32.985575,0.0
17,2.3020213294029235,7.296393596334383e-05,32.815909000000005,2.3025856285095214,7.269566413015127e-05,0.0,2.302585632801056,7.269566413015127e-05,0.0,0.15,0.1,0.1,0.5124160051345825,41.543075,40.881805,21.043068647384644,2022-11-03 19:34:57.509757,0.0
18,2.30202018737793,6.613749428652227e-05,34.61411800000001,2.3025856776237488,6.634681631112471e-05,0.0,2.302585666179657,6.634681631112471e-05,0.0,0.145,0.1,0.1,0.5124161839485168,43.961781,38.066021,22.289133548736572,2022-11-03 19:36:21.953730,0.0
19,2.302033348083496,7.351339445449412e-05,33.517213,2.302585813999176,7.418348832288757e-05,0.0,2.302585847377777,7.418348832288757e-05,0.0,0.1493,0.1,0.1,0.5124163031578064,42.769247,39.72066,20.787296295166016,2022-11-03 19:37:46.669560,0.0
20,2.3020171236991884,6.81582823744975e-05,34.34222399999999,2.302585629940033,6.821582792326808e-05,0.0,2.302585644721985,6.821582792326808e-05,0.0,0.1426,0.1,0.1,0.5124157667160034,44.377804,41.962286,23.57026195526123,2022-11-03 19:39:15.951250,0.0
