label,predict,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9
8,9,0.65385383,0.5931358,0.43621418,0.33734548,0.35533264,0.33079228,0.33572826,0.54409117,0.6692403,0.7513852
4,6,0.4309434,0.49357238,0.47864762,0.50924784,0.49180686,0.43288124,0.571356,0.51829475,0.36212736,0.5663138
4,4,0.14813547,0.377549,0.63832635,0.7243924,0.8309667,0.6700621,0.78279,0.7006467,0.090589106,0.2608335
7,4,0.29893473,0.3307339,0.6562023,0.6737241,0.78987116,0.70985985,0.6793259,0.70619804,0.14103892,0.21989577
9,8,0.72696507,0.511199,0.37724483,0.30299002,0.19084373,0.28263998,0.30376145,0.49753115,0.7972661,0.7415541
1,1,0.33292863,0.70300615,0.47567055,0.55430067,0.60805243,0.45916632,0.6035406,0.48809004,0.42335337,0.42603472
3,9,0.23025338,0.67842376,0.45372418,0.43936872,0.4164449,0.24395473,0.5765512,0.5985291,0.50124574,0.70184046
8,9,0.6444221,0.54930353,0.5030202,0.33708483,0.34102362,0.20325898,0.3454599,0.5771879,0.55537677,0.768384
1,1,0.22799017,0.73241943,0.4429948,0.49980387,0.4592121,0.42080542,0.53512883,0.4091548,0.5299868,0.6440361
0,0,0.7762019,0.3375452,0.53754425,0.4307222,0.38985786,0.4956468,0.2563906,0.53711206,0.55623776,0.5636038
1,1,0.24146466,0.62960875,0.5310914,0.56604177,0.5130023,0.5353988,0.6087445,0.4763253,0.36287487,0.5407076
4,9,0.47349104,0.4966418,0.48873383,0.43858892,0.5058451,0.40114594,0.39612147,0.5336543,0.47760198,0.6232735
9,1,0.4966658,0.631762,0.46218216,0.52880055,0.5055926,0.48348105,0.6238964,0.39408928,0.4369328,0.49019793
3,6,0.16197985,0.45972976,0.5037332,0.6359794,0.5654097,0.64804476,0.68902946,0.5239238,0.31094098,0.47831094
8,7,0.51600504,0.5201216,0.44331703,0.5272289,0.5111243,0.5420306,0.5044207,0.54975647,0.41913483,0.5270916
4,9,0.6083871,0.5869528,0.41098675,0.31860194,0.245713,0.19437371,0.34142435,0.5453885,0.78730834,0.84716076
5,6,0.27347222,0.4437153,0.46559453,0.6647991,0.47652316,0.4770132,0.66997576,0.48689523,0.38848224,0.6447538
8,9,0.6285744,0.6302387,0.44399205,0.3794502,0.41291887,0.28115875,0.3812644,0.42175832,0.71083367,0.72317064
9,7,0.6175941,0.42475134,0.51571506,0.5288192,0.56013095,0.5170463,0.4154652,0.72990733,0.29089507,0.6128863
4,4,0.32394975,0.40497583,0.5561655,0.5516854,0.6573436,0.54717267,0.62748677,0.53142774,0.32305384,0.4349582
9,9,0.6673212,0.5432693,0.38859218,0.31298593,0.35175866,0.35021257,0.38220376,0.5056668,0.708358,0.785643
7,2,0.39998412,0.4643446,0.59504765,0.56352025,0.5941975,0.5570796,0.56192535,0.57909197,0.25239068,0.42942157
0,8,0.7082792,0.5906485,0.46206704,0.41472527,0.4034388,0.46003684,0.4515872,0.3717599,0.71898514,0.53617907
4,5,0.462414,0.40041634,0.5333772,0.6581835,0.6593031,0.69306684,0.58262765,0.52739924,0.3251121,0.29146448
4,2,0.40291646,0.43452412,0.57716143,0.4964956,0.56152517,0.46440718,0.5480125,0.5327622,0.36832422,0.5248803
4,6,0.37197727,0.58394766,0.54533195,0.5418801,0.6074642,0.4559284,0.645724,0.48383152,0.36412543,0.5362688
3,8,0.4959993,0.33028054,0.41425216,0.4815483,0.43540922,0.46564037,0.28956515,0.4956653,0.702161,0.69727284
5,7,0.509541,0.49364173,0.52614826,0.49326497,0.61147517,0.5529387,0.480795,0.65218055,0.2018066,0.54456514
3,8,0.5630039,0.63138455,0.40682524,0.32159954,0.42620444,0.33772266,0.4743721,0.44908983,0.7158385,0.6909138
7,5,0.25678498,0.43681425,0.6597573,0.73204166,0.77132636,0.7912963,0.65883183,0.6237347,0.12081524,0.21656467
8,9,0.50455743,0.60306287,0.4670355,0.37419656,0.36198962,0.2768066,0.47201267,0.39808482,0.6920569,0.71964616
9,9,0.52068645,0.71886045,0.37526184,0.2734552,0.30798748,0.20286892,0.31390387,0.3209866,0.7523982,0.8085732
7,5,0.29563734,0.43226144,0.5356801,0.6492204,0.59495145,0.6873335,0.58576035,0.5979931,0.36992952,0.37048817
3,7,0.50708634,0.3317012,0.51011026,0.49119312,0.56686884,0.52885324,0.4988836,0.714772,0.23178233,0.4063974
8,9,0.3395349,0.5855725,0.5385623,0.47531214,0.54045063,0.42508262,0.49631694,0.5635905,0.61468416,0.6701541
