epoch,train_loss,train_l2_loss,train_excange_proc,val_loss,val_l2_loss,val_excange_proc,test_loss,test_l2_loss,test_excange_proc,train_acc,val_acc,test_acc,diff,train_proc,eval_proc,comm_proc,timestamp,sleep_proc
1,2.2626066470146178,1.6695829629898071,0.063397,2.250818693637848,1.6695648431777954,0.0,2.2476455998420715,1.6695648431777954,0.0,0.1769,0.15314,0.1621,8.926470229653205e-09,0.309015,1.306383,0.028653383255004883,2022-10-31 11:11:41.370090,0.0
2,2.1972264075279235,1.6692250967025757,0.06942400000000003,2.203798812389374,1.6692394018173218,0.0,2.1997533583641053,1.6692394018173218,0.0,0.203,0.18576,0.1965,1.1637985686263619e-08,0.294886,1.277943,0.03092050552368164,2022-10-31 11:11:42.947271,0.0
3,2.155950243473053,1.669427752494812,0.06547499999999999,2.1671864223480224,1.6694133281707764,0.0,2.162724690437317,1.6694133281707764,0.0,0.2221,0.21152,0.2245,7.420084990883424e-09,0.279643,1.305211,0.029747962951660156,2022-10-31 11:11:44.537461,0.0
4,2.1267461729049684,1.670202612876892,0.06871100000000001,2.1348510646820067,1.670172095298767,0.0,2.129981460571289,1.670172095298767,0.0,0.2358,0.23192,0.2431,1.0483398149574441e-08,0.293677,1.313767,0.030918598175048828,2022-10-31 11:11:46.150302,0.0
5,2.096434825658798,1.6710752248764038,0.06575500000000002,2.1118493285179136,1.6710715293884277,0.0,2.1065536296367644,1.6710715293884277,0.0,0.2446,0.2439,0.2556,6.31657792737883e-09,0.279854,1.326124,0.03013777732849121,2022-10-31 11:11:47.761161,0.0
6,2.082074111700058,1.6722708940505981,0.07236700000000001,2.092278188943863,1.6721876859664917,0.0,2.0864615094661714,1.6721876859664917,0.0,0.2615,0.25538,0.2672,6.877434177710029e-09,0.297328,1.335459,0.032305240631103516,2022-10-31 11:11:49.398830,0.0
7,2.0543902635574343,1.6732981204986572,0.06884799999999999,2.077155440568924,1.6733105182647705,0.0,2.0711791825294497,1.6733105182647705,0.0,0.2721,0.26394,0.2749,8.965596265397835e-09,0.291585,1.400682,0.03229522705078125,2022-10-31 11:11:51.095852,0.0
8,2.0411283695697784,1.6744952201843262,0.069117,2.0644734308719634,1.6744556427001953,0.0,2.058712592124939,1.6744556427001953,0.0,0.2794,0.27068,0.2792,2.5040854723101802e-08,0.310232,1.311624,0.03063035011291504,2022-10-31 11:11:52.722312,0.0
9,2.0382437646389007,1.6756515502929688,0.06991999999999998,2.052689671754837,1.6756587028503418,0.0,2.0469058084487917,1.6756587028503418,0.0,0.2846,0.27608,0.286,5.191337582033384e-09,0.293558,1.354947,0.032280921936035156,2022-10-31 11:11:54.375134,0.0
10,2.0219740438461304,1.6767890453338623,0.06835899999999998,2.043843552350998,1.6767569780349731,0.0,2.0377566027641296,1.6767569780349731,0.0,0.2947,0.28092,0.2908,5.261477031837103e-09,0.291298,1.378857,0.030718564987182617,2022-10-31 11:11:56.051135,0.0
