label,predict,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9
7,0,0.6997168,0.25257808,0.43132034,0.50886077,0.36733177,0.66806495,0.3424899,0.66298664,0.42249075,0.61578864
6,5,0.21991706,0.5036545,0.5620903,0.5773585,0.60350764,0.70515877,0.6666836,0.6018001,0.26316053,0.36249796
8,8,0.71943974,0.5345974,0.3422353,0.32598716,0.2902168,0.31962958,0.34432968,0.4367034,0.8494827,0.7075175
8,8,0.5288509,0.66217136,0.40740162,0.43060344,0.4328094,0.42815098,0.48741913,0.362894,0.80668604,0.63706744
2,2,0.26424864,0.5426331,0.5925117,0.4356043,0.5167881,0.40143713,0.47338223,0.58376706,0.43500602,0.56369454
4,4,0.17709002,0.47038242,0.49439502,0.6529431,0.68532115,0.6011171,0.64110357,0.58891964,0.14751936,0.41528454
0,9,0.7328429,0.55561733,0.4775607,0.25551268,0.24946608,0.22412352,0.27070653,0.4121504,0.8229132,0.8336553
5,3,0.28609246,0.56750053,0.5131308,0.58348733,0.5813465,0.31836203,0.56985134,0.55850244,0.37389845,0.5571319
7,6,0.26027042,0.4384483,0.55406463,0.5134254,0.47911665,0.35170507,0.65947646,0.6495028,0.32772368,0.5089969
0,0,0.70690507,0.24399623,0.57352746,0.550193,0.6910653,0.63038003,0.3297585,0.60652775,0.4346315,0.33839667
4,6,0.34169075,0.47413743,0.5794246,0.5240802,0.60312104,0.4963197,0.6052361,0.49144942,0.29894382,0.5419071
0,8,0.7844743,0.4599676,0.43088242,0.38904238,0.3528658,0.38141486,0.3347362,0.31908798,0.8454298,0.63956
6,4,0.21071458,0.54148984,0.54662025,0.595791,0.6568428,0.6436559,0.6542185,0.5257988,0.31339845,0.41215616
9,9,0.63860977,0.48505852,0.4563149,0.4407102,0.39966986,0.22511771,0.30617204,0.60084295,0.45618424,0.79877406
