epoch,train_loss,train_l2_loss,train_excange_proc,val_loss,val_l2_loss,val_excange_proc,test_loss,test_l2_loss,test_excange_proc,train_acc,val_acc,test_acc,diff,train_proc,eval_proc,comm_proc,timestamp,sleep_proc
1,2.315860471725464,1.669570803642273,0.06345899999999999,2.2500263671875,1.6695818901062012,0.0,2.246729507446289,1.6695818901062012,0.0,0.1052,0.15302,0.1627,7.1243722032932055e-09,0.305682,1.294424,0.02864527702331543,2022-10-31 11:11:41.355634,0.0
2,2.2675972723960878,1.6691844463348389,0.06560000000000003,2.2038790454864503,1.6692348718643188,0.0,2.199694712162018,1.6692348718643188,0.0,0.1364,0.18712,0.1989,7.904053411778023e-09,0.289461,1.271977,0.030637502670288086,2022-10-31 11:11:42.923075,0.0
3,2.232108449935913,1.669368863105774,0.06227700000000001,2.167658123970032,1.669381856918335,0.0,2.1632250571250915,1.669381856918335,0.0,0.1585,0.21274,0.2242,5.226000521219021e-09,0.27583,1.304813,0.02884840965270996,2022-10-31 11:11:44.508793,0.0
4,2.2065860724449156,1.6701903343200684,0.06762199999999999,2.1354751963615417,1.670101523399353,0.0,2.130507471561432,1.670101523399353,0.0,0.1782,0.23272,0.2442,5.318029572265459e-09,0.290576,1.311459,0.030318260192871094,2022-10-31 11:11:46.116022,0.0
5,2.1798350739479067,1.6710110902786255,0.06559900000000003,2.112429944753647,1.6710115671157837,0.0,2.107194479703903,1.6710115671157837,0.0,0.1922,0.2442,0.2549,4.942101394789233e-09,0.278549,1.311126,0.028753995895385742,2022-10-31 11:11:47.710821,0.0
6,2.165429651737213,1.6721537113189697,0.06839200000000001,2.092559944629669,1.6721855401992798,0.0,2.086702665090561,1.6721855401992798,0.0,0.1971,0.25548,0.267,4.886542726012522e-09,0.297947,1.335544,0.03067183494567871,2022-10-31 11:11:49.349013,0.0
7,2.1444403529167175,1.673190712928772,0.06838800000000003,2.0772182185649872,1.673274278640747,0.0,2.071355639696121,1.673274278640747,0.0,0.2093,0.26458,0.2743,4.964731736833983e-09,0.291714,1.398808,0.03093719482421875,2022-10-31 11:11:51.044969,0.0
8,2.135907883644104,1.674474835395813,0.06922500000000001,2.064193367958069,1.6744972467422485,0.0,2.058468267917633,1.6744972467422485,0.0,0.2128,0.2711,0.2794,4.089858673950175e-09,0.295863,1.315663,0.03098917007446289,2022-10-31 11:11:52.661379,0.0
9,2.128360643386841,1.67558753490448,0.06580500000000004,2.0529019832611084,1.6755428314208984,0.0,2.047099602222443,1.6755428314208984,0.0,0.2177,0.27692,0.287,5.376340261875612e-09,0.280812,1.357201,0.02978658676147461,2022-10-31 11:11:54.304653,0.0
10,2.1202979135513305,1.6767293214797974,0.06950400000000002,2.0438182508945464,1.6767469644546509,0.0,2.0376884055137636,1.6767469644546509,0.0,0.2253,0.28122,0.2915,5.205397446417237e-09,0.281065,1.379992,0.03108072280883789,2022-10-31 11:11:55.970457,0.0
